type produit;numero AMM;nom produit;type culture libelle;dose min par apport;dose min par apport unite;dose max par apport;dose max par apport unite;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;saison application min;saison application max;saison application min commentaire;saison application max commentaire; date decision;culture commentaire;
MFSC;1210173;OPTIMA ROOT;Gazon de graminées;10.0;L/ha;10.0;L/ha;;;Autorisé;;;A la plantation / A la formation des racines;;26/02/2021;gazons et prairies;
MFSC;1210173;OPTIMA ROOT;Autres;7.0;L/ha;10.0;L/ha;;;Autorisé;;;A la plantation / A la formation des racines;;26/02/2021;sylviculture et pépinières ornementales;
MFSC;1210173;OPTIMA ROOT;Cultures florales;10.0;L/ha;10.0;L/ha;;;Autorisé;;;A la plantation / A la formation des racines;;26/02/2021;;
MFSC;1210173;OPTIMA ROOT;Cultures légumières;7.0;L/ha;10.0;L/ha;;;Autorisé;;;A la plantation / A la formation des racines;;26/02/2021;et fraises;
MFSC;1210173;OPTIMA ROOT;Grandes cultures;4.0;L/ha;5.0;L/ha;;;Autorisé;;;Début / reprise de la croissance;;26/02/2021;Ne pas dépasser 1L/100L;
MFSC;1210173;OPTIMA ROOT;Arboriculture fruitière et vigne;4.0;L/ha;5.0;L/ha;;;Autorisé;;;Début / reprise de la croissance;;26/02/2021;arboriculture, vigne et petits fruits Ne pas dépasser 1L/100L;
MFSC;1210173;OPTIMA ROOT;Gazon de graminées;4.0;L/ha;5.0;L/ha;;;Autorisé;;;Début / reprise de la croissance;;26/02/2021;gazons et prairies Ne pas dépasser 1L/100L;
MFSC;1210173;OPTIMA ROOT;Autres;4.0;L/ha;5.0;L/ha;;;Autorisé;;;Début / reprise de la croissance;;26/02/2021;sylviculture et pépinières ornementales Ne pas dépasser 1L/100L;
MFSC;1210173;OPTIMA ROOT;Cultures florales;4.0;L/ha;5.0;L/ha;;;Autorisé;;;Début / reprise de la croissance;;26/02/2021;Ne pas dépasser 1L/100L;
MFSC;1210173;OPTIMA ROOT;Cultures légumières;4.0;L/ha;5.0;L/ha;;;Autorisé;;;Début / reprise de la croissance;;26/02/2021;et fraises Ne pas dépasser 1L/100L;
MFSC;1210173;OPTIMA ROOT;Autres;4.0;L/ha;5.0;L/ha;;;Autorisé;;;Au stade 10 cm;;26/02/2021;Pommes de terre Ne pas dépasser 1L/100L;
MFSC;1000032;RESID MG;Grandes cultures;10.0;kg/ha;10.0;kg/ha;;;Autorisé;Au semis;;;;31/03/2016;Blé, orge, maïs, tournesol;
MFSC;1000032;RESID MG;Cultures légumières;10.0;kg/ha;10.0;kg/ha;;;Autorisé;Au semis;;;;31/03/2016;Cultures légumières de plein champ;
MFSC;6250342;QLIMAX;Autres;5.0;L/ha;10.0;L/ha;;;Autorisé;;;Toutes les 2 à 4 semaines. Tout au long du cycle de culture.;;02/06/2025;Cultures légumières et ornementales (plein air et sous serre), plantes vivaces, arbres fruitiers.  Application au sol : pulvérisation, système d'irrigation, goutte-à-goutte;
MFSC;1250369;RADIBOOST;Grandes cultures;;;2.0;L/ha;;;Autorisé;;;En début de cycle.;;24/06/2025;Application au sol ou foliaire.;
MFSC;1250369;RADIBOOST;Arboriculture fruitière et vigne;;;5.0;L/ha;;;Autorisé;;;En début de cycle.;;24/06/2025;Arbres fruitiers.  Application au sol ou foliaire.;
MFSC;1250369;RADIBOOST;Cultures légumières;;;5.0;L/ha;;;Autorisé;;;En début de cycle.;;24/06/2025;Application au sol ou foliaire.;
MFSC;1250369;RADIBOOST;Cultures ornementales;;;5.0;L/ha;;;Autorisé;;;En début de cycle.;;24/06/2025;Application au sol ou foliaire.;
MFSC;1250124;CONCENTRAMINE;Traitements généraux;0.5;L/ha;3.0;L/ha;;;Autorisé;;;Tout au long du cycle de culture;;21/02/2025;Toutes cultures.  Pulvérisation foliaire et/ou irrigation.  * dans la limite de 4 applications par an et par culture, tous types d'apports confondus;
MFSC;1250124;CONCENTRAMINE;Grandes cultures;0.5;L/ha;3.0;L/ha;;;Autorisé;;;Tout au long du cycle de culture;;21/02/2025;Pulvérisation foliaire et/ou irrigation.  * dans la limite de 4 applications par an et par culture, tous types d'apports confondus;
MFSC;1250124;CONCENTRAMINE;Autres;0.5;L/ha;3.0;L/ha;;;Autorisé;;;De l'inflorescence à la récolte;;21/02/2025;Cultures pérennes.  Pulvérisation foliaire et/ou irrigation.;
MFSC;1250124;CONCENTRAMINE;Cultures légumières;0.5;L/ha;3.0;L/ha;;;Autorisé;;;Tout au long du cycle de culture;;21/02/2025;Pulvérisation foliaire et/ou irrigation.  ** dans la limite de 10 applications par an et par culture, tous types d'apports confondus;
MFSC;1250124;CONCENTRAMINE;Traitements généraux;0.5;L/t;3.0;L/t;;;Autorisé;;;Au semis.;;21/02/2025;Toutes cultures.  Traitement de semences.  3L/t de semences.  * dans la limite de 4 applications par an et par culture, tous types d'apports confondus;
MFSC;1250124;CONCENTRAMINE;Grandes cultures;0.5;L/t;3.0;L/t;;;Autorisé;;;Au semis.;;21/02/2025;Traitement de semences.  3L/t de semences.  * dans la limite de 4 applications par an et par culture, tous types d'apports confondus;
MFSC;1250124;CONCENTRAMINE;Cultures légumières;0.5;L/t;3.0;L/t;;;Autorisé;;;Au semis;;21/02/2025;Traitement de semences.  3L/t de semences.  ** dans la limite de 10 applications par an et par culture, tous types d'apports confondus;
MFSC;1250124;CONCENTRAMINE;Autres;0.1;L/ha;3.0;L/ha;;;Autorisé;;;Selon les besoins des cultures.;;21/02/2025;Toutes cultures.  Pulvérisation foliaire et/ou irrigation.  comme additif agronomique au sens de la norme NF U44-204 en mélange avec des engrais inorganiques conformes aux normes NF U42-001-1, NF U42-002-1, NF U42-002-2, NUF U42-003-1, NF U42-003-2 ou au règlement européen (CE) n° 2003/2003 ou au règlement européen (UE) 2019/1009. ;
MFSC;1000021;RESID HC;Autres;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;semis;semis;05/02/2016;Blé, orge, maïs, légumineuses dont soja, tournesol, riz;
MFSC;1210893;FERTIGOFOL ORIGIN;Grandes cultures;;;5.0;L/ha;;;Autorisé;;;Dès le stade 2-3 feuilles;;05/11/2021;;
MFSC;1210893;FERTIGOFOL ORIGIN;Autres;;;5.0;;;;Autorisé;;;En conditions difficiles ou dès le démarrage;;05/11/2021;Oléagineux, Protéagineux, Oléo-protéagineux, Betteraves;
MFSC;1210893;FERTIGOFOL ORIGIN;Cultures légumières;;;5.0;L/ha;;;Autorisé;;;Dès le démarrage végétatif;;05/11/2021;;
MFSC;1210893;FERTIGOFOL ORIGIN;Autres;;;5.0;L/ha;;;Autorisé;;;Pépins: Dès la formation des premières feuilles BBCH 19 Noyau : Dès la chute des pétales / BBCH 69 stade G;;05/11/2021;Arbres fruitiers, agrumes, pépinières;
MFSC;1210893;FERTIGOFOL ORIGIN;Autres;;;5.0;L/ha;14;15;Autorisé;;;[Dès le stade 4-5 feuilles ;;05/11/2021;;
MFSC;1210893;FERTIGOFOL ORIGIN;Autres;;;5.0;;;;Autorisé;;;Dès le début de la tubérisation;;05/11/2021;;
MFSC;1210893;FERTIGOFOL ORIGIN;;;;5.0;;;;Autorisé;;;En cours de végétation, après une coupe;;05/11/2021;Cultures fourragères;
MFSC;1240121;FLOMIX;Autres;;;1.0;kg/ha;;;Autorisé;;;A la plantation;;18/03/2024;Arboriculture, vigne, cultures légumières et cultures ornementales.  Apport au sol;
MFSC;1240121;FLOMIX;Autres;;;1.0;kg/ha;;;Autorisé;;;Pré/post semis;;18/03/2024;Grandes cultures (céréales, maïs, tournesol), gazon, prairies et couvert végétal.  Apport au sol;
MFSC;1240121;FLOMIX;Autres;;;1.0;kg/ha;;;Autorisé;;;Selon les besoins des cultures;;18/03/2024;Toutes cultures.  En mélange à des engrais ou des amendements conformes aux normes NF U42-001-1, NF U42-001-2, NF U42-001-3, NF U42-002-1, NF U42-002-2, NF U42-004, NF U44-001, NF U44-051, NF U44 -203 ou au règlement (CE) 2003/2003 ou au règlement (UE) 2019/1009.  Apport au sol;
MFSC;1240121;FLOMIX;Autres;;;1.0;kg/m3;;;Autorisé;;;Semis, multiplication, rempotage, transplantation.;;18/03/2024;Cultures légumières, cultures ornementales, en pépinières, cultures aromatiques, vigne, arboriculture.  En mélange à des supports de culture conformes à la norme NF U44-551. ;
MFSC;1170075;AGRHO NH4 PROTECT;Traitements généraux;1.33;;2.66;;;;Autorisé;;;Identique aux périodes d'apport des engrais azotés;;11/01/2022;Toutes cultures Autorisé en tant qu'additif agronomique dans le cadre de la norme NF U44-204 en mélange avec des engrais azotés minéraux solides contenant de l'azote uréique ou ammoniacal conformes à la norme NFU 42-001 ou au règlement (CE) n° 2003/2003. Incorporation par enrobage des engrais entre 1,33 et 2,66 % (en % massique d'azote total sous forme uréique ou ammoniacale).;
MFSC;1170075;AGRHO NH4 PROTECT;Traitements généraux;2.0;;4.0;;;;Autorisé;;;Identique aux périodes d'apport des engrais azoté;;11/01/2022;Toutes cultures Autorisé en tant qu'additif agronomique dans le cadre de la norme NF U44-204 en mélange avec des engrais azotés minéraux et organiques liquides contenant de l'azote uréique ou ammoniacal conformes à la norme NFU 42-001 ou au règlement (CE) n° 2003/2003. Incorporation par dissolution dans l'engrais entre 2 et 4 % (en % massique d'azote total sous forme uréique ou ammoniacale).;
MFSC;1170075;AGRHO NH4 PROTECT;Traitements généraux;;;;;;;Autorisé;;;Identique aux périodes d'apport de l'UAN;;11/01/2022;Toutes cultures  Autorisé en tant que matière fertilisante seule : mélange extemporané réalisé directement par l'utilisateur. Dose par apport : 10 L / 1000 L d'engrais UAN (Solution d'urée + nitrate d'ammonium)  Nombre maximum d'applications : identique au nombre d'apport d'engrais UAN : 4;
MFSC;1170075;AGRHO NH4 PROTECT;Traitements généraux;;;;;;;Autorisé;;;Identique aux périodes d'apport de l'ASN;;11/01/2022;Toutes cultures  Autorisé en tant que matière fertilisante seule : mélange extemporané réalisé directement par l'utilisateur. Dose par apport : 4,4 L/Tonne d'engrais solides ASN (ammonium sulfate nitrate) Nombre maximum d'applications : identique au nombre d'apport d'engrais ASN : 4;
MFSC;1170075;AGRHO NH4 PROTECT;Traitements généraux;;;;;;;Autorisé;;;Identiques aux époques d'apport en lisier;;11/01/2022;Toutes cultures Autorisé en tant que matière fertilisante seule : mélange extemporané réalisé directement par l'utilisateur. Dose par apport : 10 L/100 kg d'azote organique contenu dans le lisier Nombre maximum d'applications : identique au nombre d'apport du lisier : 4;
MFSC;8910079;ECOBIOS 3C LA;Arboriculture fruitière et vigne;0.1;L/ha;0.5;L/ha;;;Retrait;;;4/5 feuilles, 12/13 feuilles, début nouaison, fin nouaison et après vendange;;25/05/2018;Vigne;
MFSC;8910079;ECOBIOS 3C LA;Grandes cultures;0.1;L/ha;0.2;L/ha;;;Retrait;;;avant que les tubercules n'aient plus de 20 mm de diamètre;;25/05/2018;Pomme de terre;
MFSC;8910079;ECOBIOS 3C LA;Horticulture;;;10.0;mL/kg;;;Retrait;;;;;25/05/2018;Horticulture (Cultures ornementales uniquement) ;
MFSC;1221106;GLOBACIL;Grandes cultures;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;Au moment de la préparation du lit de semences ou avant la levée.;;12/01/2023;Pulvérisation au sol, traitement de semences.;
MFSC;1221106;GLOBACIL;Cultures légumières;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;Au moment de la préparation du lit de semences ou avant la levée;;12/01/2023;Pulvérisation au sol via système d'irrigation, traitement de semences.;
MFSC;1221106;GLOBACIL;Arboriculture fruitière et vigne;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;Au printemps, en automne ;;12/01/2023;Arboriculture (dont viticulture).  Pulvérisation au sol, traitement des plants (racines);
MFSC;1250341;NECTAR MZN;Grandes cultures;1.0;L/ha;5.0;L/ha;;;Autorisé;;;Toute l'année sur feuillage suffisamment développé;;02/06/2025;Maïs.  Pulvérisation foliaire.;
MFSC;1250341;NECTAR MZN;Arboriculture fruitière et vigne;1.0;L/ha;5.0;L/ha;;;Autorisé;;;Du débourrement à la véraison;;02/06/2025;Vigne.  Pulvérisation foliaire.;
MFSC;1250341;NECTAR MZN;Autres;1.0;L/ha;5.0;L/ha;;;Autorisé;;;Toute l'année sur feuillage suffisamment développé;;02/06/2025;Autres cultures.  Pulvérisation foliaire.;
MFSC;1000041;RISE P;Autres;0.15;;0.15;;;;Autorisé;;;Au semis ou à la plantation de la culture puis sur le cycle de croissance de la plante.;;10/08/2016;Sol Utilisation en tant que matière fertilisante seule. ;
MFSC;1000041;RISE P;Autres;6.0;g/m3;60.0;g/m3;;;Autorisé;;;Au semis ou à la plantation de la culture puis sur le cycle de croissance de la plante.;;10/08/2016;Mélange substrats. Utilisation en tant que matière fertilisante seule. ;
MFSC;1000041;RISE P;Autres;;;;;;;Autorisé;;;Semis;;10/08/2016;Semences 10^6 à 10^7 UFC/semence Utilisation en tant que matière fertilisante seule. ;
MFSC;1000041;RISE P;Grandes cultures;0.15;kg/ha;0.15;kg/ha;;;Autorisé;;;Au semis ou à la plantation de la culture puis sur le cycle de croissance de la plante.;;10/08/2016;Pulvérisation au sol.  Utilisation en tant que matière fertilisante seule. ;
MFSC;1000041;RISE P;Cultures maraîchères;0.15;kg/ha;0.15;kg/ha;;;Autorisé;;;Au semis ou à la plantation de la culture puis sur le cycle de croissance de la plante.;;10/08/2016;Utilisation en tant que matière fertilisante seule. ;
MFSC;1000041;RISE P;Arboriculture fruitière et vigne;0.15;kg/ha;0.15;kg/ha;;;Autorisé;;;Au semis ou à la plantation de la culture puis sur le cycle de croissance de la plante.;;10/08/2016;Utilisation en tant que matière fertilisante seule. ;
MFSC;1000041;RISE P;Autres;0.15;kg/ha;0.15;kg/ha;;;Autorisé;;;Au semis ou à la plantation de la culture puis sur le cycle de croissance de la plante.;;10/08/2016;Cultures industrielles Utilisation en tant que matière fertilisante seule. ;
MFSC;1000041;RISE P;Autres;0.15;;0.15;;;;Autorisé;;;Au semis ou à la plantation de la culture puis sur le cycle de croissance de la plante.;;10/08/2016;Fourragères/Gazons Utilisation en tant que matière fertilisante seule. ;
MFSC;1000041;RISE P;Autres;0.2;kg/ha;0.2;kg/ha;;;Autorisé;;;Selon les recommandations des engrais ou amendements considérés.;;08/04/2024;Toutes cultures. 0,05 à 25 g/kg en mélange à des engrais N, NP, NPK, PK, NK ou amendement solides conformes aux normes NF U42-001-1, NF U42-001-2, NF U42-001-3, NF U44-001, NF U44-051, ou au règlement (CE) 2003/2003 ou au règlement (UE) 2019/1009 Apport au sol. ;
MFSC;1000041;RISE P;Autres;0.2;g/ha;0.2;g/ha;;;Autorisé;;;Selon les recommandations des engrais ou amendements considérés.;;08/04/2024;Toutes cultures. 0,025 à 50 kg/1000 L en mélange à des engrais N, NP, NPK, PK, NK ou amendement liquides conformes aux normes NF U42-001-1, NF U42-001-2, NF U42-001-3, NF U44-001, NF U44-051, ou au règlement (CE) 2003/2003 ou au règlement (UE) 2019/1009 Apport au sol. ;
MFSC;1140004;HICURE;Cultures florales;;;2.5;L/ha;;;Retrait;;;Au rempotage ou à la plantation et en période de croissance;;28/04/2025;Cultures Florales et ornementales à l'exclusion des plantes à bulbes;
MFSC;1020022;INOCULUM LUZERNE NPPL TOURBE;Grandes cultures;;;8.0;g/kg semences;;;Retrait;;;;;28/04/2025;Luzerne (En enrobage de semences);
MFSC;1240492;D-702;Grandes cultures;;;5.0;L/ha;;;Autorisé;;;Entre mi-tallage et épis à 1 cm;;23/07/2024;Céréales à paille.  Application foliaire ou application au sol;
MFSC;1240492;D-702;Grandes cultures;;;5.0;L/ha;;;Autorisé;;;Entre les stades C1 et D1;;23/07/2024;Colza.  Application foliaire ou application au sol;
MFSC;1240492;D-702;Grandes cultures;;;5.0;L/ha;;;Autorisé;;;Entre les stades 2 et 4 feuilles;;23/07/2024;Maïs.  Application foliaire ou application au sol;
MFSC;1030005;HUMIFIRST;Traitement des semences;2.0;mL/kg semences;2.0;mL/kg semences;;;Autorisé;;;;;15/09/2021;;
MFSC;1030005;HUMIFIRST;Autres;1.0;L/unité;2.0;L/unité;;;Autorisé;A la plantation;A la plantation;;;15/09/2021;Arbres décoratifs ou d'alignement;
MFSC;1030005;HUMIFIRST;Autres;;;5.0;L/m²;;;Autorisé;;;;;15/09/2021;Toutes cultures;
MFSC;1030005;HUMIFIRST;Autres;;;60.0;L/ha;;;Autorisé;;;Avant semis, repiquage, (trans)plantation ou pré-levée;Avant semis, repiquage, (trans)plantation ou pré-levée;15/09/2021;Toutes cultures;
MFSC;1030005;HUMIFIRST;Autres;;;5.0;L/ha;;;Autorisé;;;3 à 4 jours après semis ou plantation, puis tous les 7 à 10 jours;3 à 4 jours après semis ou plantation, puis tous les 7 à 10 jours;15/09/2021;Toutes cultures;
MFSC;1030005;HUMIFIRST;Autres;;;15.0;L/ha;;;Autorisé;;;Dès la première irrigation suivant le semis ou la plantation, puis tous les 7 à 10 jours;Dès la première irrigation suivant le semis ou la plantation, puis tous les 7 à 10 jours;15/09/2021;Toutes cultures;
MFSC;1030005;HUMIFIRST;Autres;;;5.0;L/100 L;;;Autorisé;;;Plantation;Plantation;15/09/2021;Toutes cultures;
MFSC;1030005;HUMIFIRST;Autres;;;30.0;L/ha;;;Autorisé;;;Après plantation (au démarrage de la végétation pour vignes et vergers);Après plantation (au démarrage de la végétation pour vignes et vergers);15/09/2021;Toutes cultures;
MFSC;1190120;HUMIFIRST WG;Traitements généraux;3.0;kg/ha;12.0;kg/ha;;;Autorisé;;;Avant ou juste après le semis, le repiquage, la plantation, ou la transplantation.;;14/05/2019;Toutes cultures. Utilisation comme matière fertilisante seule. Application au sol, enrobage de semences, injection ou via système d'irrigation.;
MFSC;1190120;HUMIFIRST WG;Traitements généraux;1.0;Kg/100 L;1.0;Kg/100 L;;;Autorisé;;;Avant plantation;;14/05/2019;Toutes cultures. Utilisation comme matière fertilisante seule. Pralinage et trempage. Dose d'apport de 1% soit 1 Kg/100 L d'eau.;
MFSC;1190120;HUMIFIRST WG;Traitements généraux;0.4;kg/m3;1.0;kg/m3;;;Autorisé;;;Avant semis ou plantation;;14/05/2019;Toutes cultures. Utilisation comme matière fertilisante seule. Incorporation des les supports de cultures. 0.4 à 1 kg/m3 de substrat;
MFSC;1190120;HUMIFIRST WG;Traitements généraux;0.4;kg/m3;1.0;kg/m3;;;Autorisé;;;Avant semis ou plantation;;14/05/2019;Toutes cultures. Utilisation comme additif agronomique au sens de la norme NFU 44-551. Pour mélange de l'additif agronomique HUMIFIRST WG et supports de cultures conformes au classe 1 et 2 de la norme NF U44-551 : 0,4 à 1 kg/m3 de substrat ;
MFSC;1190120;HUMIFIRST WG;Traitements généraux;0.5;;15.0;;;;Autorisé;;;;;14/06/2019;Toutes cultures. Utilisation comme additif agronomique au sens de la norme NFU 44-204. Pour mélange de l'additif agronomique HUMIFIRST WG et engrais  conformes aux normes  NF U 42-001, NF U 42-002-1, NF U42-002-2 , NF U 42-003-1, NF U42-003-2, NF U 42-004 ou au règlement (CE) n° 2003/2003 : 0,5 à 15 % (p/p) incorporation dans l'engrais ou enrobage de l'engrais  ;
MFSC;1190120;HUMIFIRST WG;Traitements généraux;0.5;;15.0;;;;Autorisé;;;;;14/06/2019;Toutes cultures. Utilisation comme additif agronomique au sens de la norme NFU 44-204.  Pour mélange de l'additif agronomique HUMIFIRST WG et amendements conformes aux normes NF U 44-001, NF U 44-051, NF U 44-203 ou au règlement (CE) n° 2003/2003 :  0,5 à 15 % (p/p) incorporation dans l'amendement ou enrobage de l'amendement;
MFSC;1230481;STIMGO;Grandes cultures;;;0.5;L/ha;;;Autorisé;;;1ère application stade 4-6 feuilles. Puis tous les 10-14 jours ;;28/10/2023;Betteraves sucrières.  Pulvérisation foliaire (mécanisée plein champ);
MFSC;1230481;STIMGO;Grandes cultures;;;0.5;L/ha;;;Autorisé;;;1ère application stade 4-6 feuilles. Puis tous les 10-14 jours. ;;28/10/2023;Maïs.  Pulvérisation foliaire (mécanisée plein champ);
MFSC;1230481;STIMGO;Grandes cultures;;;0.5;L/ha;;;Autorisé;;;1ère application au stade 4-6 feuilles en automne et au printemps. Puis tous les 10-14 jours.;;28/10/2023;Colza d'hiver.  Pulvérisation foliaire (mécanisée plein champ);
MFSC;1230481;STIMGO;Grandes cultures;;;0.5;L/ha;;;Autorisé;;;1ère application au stade 4-6 feuilles. Puis tous les 10-14 jours ;;28/10/2023;Céréales de printemps.  Pulvérisation foliaire (mécanisée plein champ);
MFSC;1230481;STIMGO;Grandes cultures;;;0.5;L/ha;;;Autorisé;;;1ère application en automne au stade 4-6 feuilles. Puis au printemps après le début de la phase végétative printanière puis tous les 10-14 jours.;;28/10/2023;Céréales d'hiver.  Pulvérisation foliaire (mécanisée plein champ);
MFSC;1230481;STIMGO;Autres;;;0.5;L/ha;;;Autorisé;;;Après la production d'une rosette  puis tous les 10-14 jours;;28/10/2023;Légumineuses.  Pulvérisation foliaire (mécanisée plein champ);
MFSC;1230481;STIMGO;Autres;;;0.5;L/ha;;;Autorisé;;;Après la formation d'un buisson à après la floraison;;28/10/2023;Pomme de terre.  Pulvérisation foliaire (mécanisée plein champ);
MFSC;1230481;STIMGO;Autres;;;0.5;L/ha;;;Autorisé;;;Dès les premières feuilles, à après la récolte des fruits;;28/10/2023;Fraisier.  Pulvérisation foliaire (mécanisée plein champ et manuelle sous abris);
MFSC;1230481;STIMGO;Autres;;;0.5;L/ha;;;Autorisé;;;Avant floraison, puis pendant à après la récolte des fruits;;28/10/2023;Groseillier, framboisier, myrtillier.  Pulvérisation foliaire (mécanisée plein champ et manuelle sous abris);
MFSC;1230481;STIMGO;Arboriculture fruitière et vigne;;;0.5;L/ha;;;Autorisé;;;De la production des feuilles à la  maturation des fruits;;28/10/2023;Vigne.  Pulvérisation foliaire (mécanisée ou manuelle plein champ);
MFSC;1230481;STIMGO;Arboriculture fruitière et vigne;;;0.5;L/ha;;;Autorisé;;;Du stade bourgeon vert à la maturation des fruits;;28/10/2023;Arbres fruitiers (feuillage normal).  Pulvérisation foliaire (mécanisée ou manuelle plein champ);
MFSC;1230481;STIMGO;Autres;;;0.5;L/ha;;;Autorisé;;;Pendant la maturation des fruits;;28/10/2023;Cultures fruitières.  Ferti-irrigation (mécanisée plein champ);
MFSC;1230481;STIMGO;Autres;;;0.5;L/ha;;;Autorisé;;;De la levée à la croissance des fruits;;28/10/2023;Concombres.  Pulvérisation foliaire (mécanisée plein champ et manuelle sous abris);
MFSC;1230481;STIMGO;Autres;;;0.5;L/ha;;;Autorisé;;;De 2-3 semaines après le semis à la croissance des fruits;;28/10/2023;Tomates, poivrons.  Pulvérisation foliaire (mécanisée plein champ et manuelle sous abris);
MFSC;1230481;STIMGO;Cultures légumières;;;0.5;L/ha;;;Autorisé;;;A partir de 2-3 semaines après la levée ou la plantation des plantules;;28/10/2023;Légumes crucifères, oignons, betteraves rouges, carottes, panais.  Pulvérisation foliaire (mécanisée plein champ et manuelle sous abris);
MFSC;1230481;STIMGO;Cultures légumières;;;0.5;L/ha;;;Autorisé;;;De la période de croissance intensive à la maturation des fruits;;28/10/2023;Ferti-irrigation (mécanisée plein champ et mécanisée ou manuelle sous abris);
MFSC;1230481;STIMGO;Grandes cultures;;;0.5;L/ha;;;Autorisé;;;1ère application stade 4-6 feuilles. Puis tous les 10-14 jours ;;28/10/2023;Betteraves sucrières.  Pulvérisation foliaire (manuelle sous abris);
MFSC;1230481;STIMGO;Arboriculture fruitière et vigne;;;0.5;L/ha;;;Autorisé;;;Du stade bourgeon vert à la maturation des fruits;;28/10/2023;Arbres fruitiers (feuillage dense).  Pulvérisation foliaire (mécanisée  plein champ);
MFSC;1240832;AGRHO S BOOST HL;Grandes cultures;;;20.0;;;;Autorisé;;;Au semis;;06/12/2024;Céréales.  Traitement des semences.  20 mg/kg de semences.;
MFSC;1240832;AGRHO S BOOST HL;Autres;;;20.0;;;;Autorisé;;;Au semis;;06/12/2024;Cultures légumineuses et oléagineuses.  Traitement des semences.  20 mg/kg de semences.;
MFSC;1240832;AGRHO S BOOST HL;Cultures légumières;;;36.0;;;;Autorisé;;;Au semis;;06/12/2024;Traitement des semences.  36 mg/kg de semences.;
MFSC;1240832;AGRHO S BOOST HL;Autres;;;20.0;;;;Autorisé;;;Au semis;;06/12/2024;Couverts végétaux et gazons.  Traitement des semences.  20 mg/kg de semences.;
MFSC;1240832;AGRHO S BOOST HL;Grandes cultures;;;20.0;;;;Autorisé;;;Au semis;;06/12/2024;Coton.  Traitement des semences.  20 mg/kg de semences.;
MFSC;1240832;AGRHO S BOOST HL;Grandes cultures;;;20.0;;;;Autorisé;;;Au semis;;06/12/2024;Riz.  Traitement des semences.  20 mg/kg de semences.;
MFSC;1240832;AGRHO S BOOST HL;Plantes aromatiques, médicinales et à parfum;;;20.0;;;;Autorisé;;;Au semis;;06/12/2024;Herbes aromatiques.  Traitement des semences.  20 mg/kg de semences.;
MFSC;1240832;AGRHO S BOOST HL;Cultures ornementales;;;36.0;;;;Autorisé;;;Au semis;;06/12/2024;Traitement des semences.  36 mg/kg de semences.;
MFSC;1240832;AGRHO S BOOST HL;Autres;;;20.0;;;;Autorisé;;;Au semis;;06/12/2024;Cultures fourragères.  Traitement des semences.  20 mg/kg de semences.;
MFSC;1250485;UTRISHA RHIZO;Cultures légumières;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;Juste avant ou juste après la plantation, puis 7 à 14 jours après la plantation.;;16/07/2025;Sous serre, cultivées en terre ou en substrat artificiel (substrat de laine de roche) y compris légumes racines, légumes fruits, légumes fleurs, légumes feuilles.  Pulvérisation au sol ou au sol dans le sillon, via le système d'irrigation au goutte-à-goutte ou par arrosage des plants avant plantation.;
MFSC;1250485;UTRISHA RHIZO;Cultures légumières;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;Juste avant ou juste après la plantation, puis 7 à 14 jours après la plantation.  Pour les semis : réaliser la première application au plus tard 1 mois après le semis et renouveler entre 7 et 14 jours après la première application. ;;16/07/2025;Plein champ y compris légumes pour semences, légumes racines, légumes fruits, légumes fleurs, légumes feuilles.  Pulvérisation au sol ou au sol dans le sillon, via le système d'irrigation au goutte-à-goutte ou par arrosage des plants avant plantation.;
MFSC;1250485;UTRISHA RHIZO;Cultures légumières;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;Juste avant ou juste après la plantation, puis 7 à 14 jours après la plantation.;;16/07/2025;Pommes de terre.  Pulvérisation au sol dans le sillon ou via le système d'irrigation.;
MFSC;1250485;UTRISHA RHIZO;Arboriculture fruitière et vigne;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;Au début du printemps, après le redémarrage de la végétation.;;16/07/2025;Vignes (raisin de cuve et de table).  Pulvérisation au sol ou via le système d'irrigation au goutte-à-goutte.;
MFSC;1250485;UTRISHA RHIZO;Autres;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;Au début du printemps, après le redémarrage de la végétation.;;16/07/2025;Baies et petits fruits.  Pulvérisation au sol ou via un système d'irrigation au goutte-à-goutte.;
MFSC;1250485;UTRISHA RHIZO;Arboriculture fruitière et vigne;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;Au début du printemps, après le redémarrage de la végétation.;;16/07/2025;Oliviers.  Pulvérisation au sol ou via un système d'irrigation au goutte-à-goutte.;
MFSC;1250485;UTRISHA RHIZO;Autres;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;Au début du printemps, après le redémarrage de la végétation. ;;16/07/2025;Cultures en pépinières.  Pulvérisation au sol ou via un système d'irrigation au goutte-à-goutte ou par arrosage des plants avant plantation.;
