type produit;numero AMM;nom produit;type culture libelle;dose min par apport;dose min par apport unite;dose max par apport;dose max par apport unite;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;saison application min;saison application max;saison application min commentaire;saison application max commentaire; date decision;culture commentaire;
MFSC;1250485;UTRISHA RHIZO;Arboriculture fruitière et vigne;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;Au début du printemps, après le redémarrage de la végétation.;;16/07/2025;Fruits à coque.  Pulvérisation au sol ou via un système d'irrigation au goutte-à-goutte.;
MFSC;1250485;UTRISHA RHIZO;Cultures florales;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;Juste avant ou juste après la plantation, et/ou après que le bulbe commence à s'allonger.;;16/07/2025;Bulbes à fleurs.  Pulvérisation au sol ou au sol dans le sillon, ou via le système d'irrigation au goutte-à-goutte ou par arrosage des bulbes ou des plants avant plantation.;
MFSC;1250485;UTRISHA RHIZO;Autres;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;Au début du printemps, après le redémarrage de la végétation.;;16/07/2025;Palmiers.  Pulvérisation au sol ou via le système d'irrigation au goutte-à-goutte.;
MFSC;1250485;UTRISHA RHIZO;Cultures tropicales;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;Au début du printemps, après le redémarrage de la végétation.;;16/07/2025;Banane.  Pulvérisation au sol ou via le système d'irrigation au goutte-à-goutte ou arrosage des plants avant plantation.;
MFSC;1250485;UTRISHA RHIZO;Cultures tropicales;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;Au début du printemps, après le redémarrage de la végétation.;;16/07/2025;Café.  Pulvérisation au sol ou via un système d'irrigation au goutte-à-goutte.;
MFSC;1250485;UTRISHA RHIZO;Cultures tropicales;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;Au début du printemps, après le redémarrage de la végétation.;;16/07/2025;Canne à sucre.  Pulvérisation au sol ou via un système d'irrigation au goutte-à-goutte.;
MFSC;1250485;UTRISHA RHIZO;Grandes cultures;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;Juste avant ou juste après la plantation.;;16/07/2025;Betterave à sucre.  Pulvérisation au sol en plein ou dans le sillon.;
MFSC;1250485;UTRISHA RHIZO;Arboriculture fruitière et vigne;1.0;kg/ha;1.0;kg/ha;;;Autorisé;;;Au début du printemps, après le redémarrage de la végétation.;;16/07/2025;Arbres fruitiers : fruits à pépins, fruits à noyau, agrumes.  Pulvérisation au sol ou via un système d'irrigation par goutte-à-goutte.;
MFSC;1240748;AGRICELLS GROWTH OD SEED;Grandes cultures;;;20.0;mL/q;;;Autorisé;;;Au semis;;31/10/2024;Céréales (blé, orge, avoine, seigle)  Traitement des semence;
MFSC;1240748;AGRICELLS GROWTH OD SEED;Grandes cultures;;;25.0;mL/q;;;Autorisé;;;Au semis;;31/10/2024;Soja Traitement des semences;
MFSC;1250339;GLYSS SP;Cultures ornementales;1.5;kg/ha;2.5;kg/ha;;;Autorisé;;;A la fin de l'hiver;;02/06/2025;Ferti-irrigation. ;
MFSC;1250339;GLYSS SP;Gazon de graminées;1.5;kg/ha;2.5;kg/ha;;;Autorisé;;;A la fin de l'hiver;;02/06/2025;Ferti-irrigation. ;
MFSC;1250339;GLYSS SP;Cultures florales;2.5;kg/ha;2.5;kg/ha;;;Autorisé;;;A l'implantation puis 10 jours après;;02/06/2025;Cultures florales et plantes vertes.  Ferti-irrigation;
MFSC;1250339;GLYSS SP;Autres;;;2.5;kg/ha;;;Autorisé;;;Au printemps;;02/06/2025;Toutes cultures (non alimentaires).  comme additif agronomique au sens de la norme NF U44-204 en mélange avec des engrais organiques et organo-minéraux ou des amendements organiques conformes aux normes NF U42-001-2, NF U42-001-3, NF U44-051 ou au règlement (CE) n° 2003/2003 ou au règlement (UE) 2019/1009. ;
MFSC;1250449;AZAVIS NEO +;Traitements généraux;1.0;kg/ha;2.5;kg/ha;;;Autorisé;;;Tous les 10-14 jours.  Tout au long de la saison de croissance;;11/07/2025;Toutes cultures.  Pulvérisation foliaire.  Nombre d'apports selon les besoins.;
MFSC;1230472;LABIN ECOCOMPLET;Grandes cultures;3.0;L/ha;5.0;L/ha;;;Autorisé;;;Jusqu'au stade floraison.;;14/09/2023;Pulvérisation foliaire. ;
MFSC;1230472;LABIN ECOCOMPLET;Cultures légumières;3.0;L/ha;5.0;L/ha;;;Autorisé;;;Jusqu'au stade floraison;;14/09/2023;Pulvérisation foliaire. ;
MFSC;1230472;LABIN ECOCOMPLET;Autres;2.0;L/ha;3.0;L/ha;;;Autorisé;;;Jusqu'au stade floraison.;;14/09/2023;Fraisiers.  Pulvérisation foliaire. ;
MFSC;1230472;LABIN ECOCOMPLET;Arboriculture fruitière et vigne;3.0;L/ha;4.0;L/ha;;;Autorisé;;;Jusqu'au stade floraison.;;14/09/2023;Vigne.  Pulvérisation foliaire. ;
MFSC;1230472;LABIN ECOCOMPLET;Arboriculture fruitière et vigne;1.0;L/ha;4.0;L/ha;;;Autorisé;;;Jusqu'au stade floraison.;;14/09/2023;Arbres fruitiers et agrumes.  Pulvérisation foliaire. ;
MFSC;1230472;LABIN ECOCOMPLET;Autres;3.0;L/ha;4.0;L/ha;;;Autorisé;;;Jusqu'au stade floraison.;;14/09/2023;Cultures fourragères.  Pulvérisation foliaire. ;
MFSC;1230472;LABIN ECOCOMPLET;Autres;6.0;L/ha;8.0;L/ha;;;Autorisé;;;;;14/09/2023;Fraisiers.  Ferti-irrigation. ;
MFSC;1230472;LABIN ECOCOMPLET;Arboriculture fruitière et vigne;6.0;L/ha;8.0;L/ha;;;Autorisé;;;;;14/09/2023;Vigne.  Ferti-irrigation. ;
MFSC;1230472;LABIN ECOCOMPLET;Arboriculture fruitière et vigne;5.0;L/ha;10.0;L/ha;;;Autorisé;;;;;14/09/2023;Arbres fruitiers et agrumes.  Ferti-irrigation. ;
MFSC;1240762;OPTIMYXA;Autres;0.1;kg/ha;0.4;kg/ha;;;Autorisé;;;Au semis;;07/11/2024;Toutes cultures (non alimentaires).  Enrobage de semences.  200 g/100 kg de semences (max. 0,4 kg/ha);
MFSC;1240762;OPTIMYXA;Cultures ornementales;0.2;kg/ha;0.5;kg/ha;;;Autorisé;;;Au semis, à la germination et/ou à la transplantation.;;07/11/2024;Apport au sol (pulvérisation, trempage ou goutte-à-goutte).;
MFSC;1240762;OPTIMYXA;Autres;0.2;kg/ha;0.5;kg/ha;;;Autorisé;;;Sur le sillon de semis au moment de la plantation et à la germination et/ou au tallage.;;07/11/2024;Prairies, couverts végétaux et gazon.  Apport au sol (pulvérisation, trempage ou goutte-à-goutte) ;
MFSC;1240762;OPTIMYXA;Autres;;;0.5;kg/ha;;;Autorisé;;;Au semis et/ou à la germination et/ou à la transplantation;;07/11/2024;Toutes cultures (non alimentaires).  Additif agronomique au sens de la norme NF U44-204 en mélange avec des engrais ou amendements conformes aux normes NF U42-001-1, NF U42-002-1, NF U42-002-2, NF U42-004, NF U44-051, NF U44-001, NF U44-203 ou au règlement (CE) n° 2003/2003* ou au règlement (UE) 2019/1009.;
MFSC;1240762;OPTIMYXA;Autres;;;0.5;kg/ha;;;Autorisé;;;Au semis et/ou à la germination et/ou à la transplantation;;07/11/2024;Toutes cultures (non alimentaires).  Additif au sens de la norme NF U44-551 en mélange avec des supports de culture conformes à la norme NF U44-551.  10 % (v/v). En mélange aux supports de culture;
MFSC;1230216;SEAWEX;Autres;;;2.0;L/ha;;;Autorisé;;;Pré-floraison et à la chute des pétales;;07/04/2023;Agrumes (Citron, orange et mandarine) Application foliaire ;
MFSC;1230216;SEAWEX;Autres;;;4.0;L/ha;;;Autorisé;;;Pré-floraison et à la chute des pétales;;07/04/2023;Agrumes (Citron, orange et mandarine) Fertigation ou application au sol;
MFSC;1230216;SEAWEX;Autres;;;2.0;L/ha;;;Autorisé;;;Repartir les apports de la plantation à la maturité des productions;;07/04/2023;Cultures légumières et fruits rouges Application foliaire;
MFSC;1230216;SEAWEX;Autres;;;2.0;L/ha;;;Autorisé;;;Repartir les apports de la plantation à la maturité des productions;;07/04/2023;Cultures légumières et fruits rouges Fertigation ou application au sol;
MFSC;1230216;SEAWEX;Autres;;;2.0;L/ha;;;Autorisé;;;Au stades débourrement, préfloraison, nouaison et début du grossissement des fruits;;07/04/2023;Arbres fruitiers et oliviers Application foliaire;
MFSC;1230216;SEAWEX;Autres;;;2.0;L/ha;;;Autorisé;;;Au stades débourrement, préfloraison, nouaison et début du grossissement des fruits;;07/04/2023;Arbres fruitiers et oliviers Fertigation ou application au sol;
MFSC;1230216;SEAWEX;Autres;;;2.0;L/ha;;;Autorisé;;;A partir du stade de gonflement du bourgeon jusqu'à maturité;;07/04/2023;Vigne Application foliaire ;
MFSC;1230216;SEAWEX;Autres;;;4.0;L/ha;;;Autorisé;;;A partir du stade de gonflement du bourgeon jusqu'à maturité;;07/04/2023;Vigne Fertigation ou application au sol;
MFSC;1240415;BIG BUD COCO;Cultures ornementales;2.0;mL/L;2.0;mL/L;;;Autorisé;;;1 à 4 apports par semaine au moment de la floraison.;;23/07/2024;(sous serre / hydroponiques).  Solution nutritive ou apport dans le support de culture;
MFSC;1240880;BEOZ GOLDSTONE;Arboriculture fruitière et vigne;8.0;L/ha;10.0;L/ha;;;Autorisé;;;Lors des périodes de demande nutritionnelle, selon la phénologie de l'arbre.  En cas de sols pauvres ou extrêmes ou de conditions climatiques défavorables.;;10/12/2024;Agrumes.  Application au sol. ;
MFSC;1240880;BEOZ GOLDSTONE;Arboriculture fruitière et vigne;5.0;L/ha;10.0;L/ha;;;Autorisé;;;Lors des périodes de demande nutritionnelle, selon la phénologie de l'arbre.  En cas de sols pauvres ou extrêmes ou de conditions climatiques défavorables.;;10/12/2024;Vigne (raisin de table).  Application au sol. ;
MFSC;1240880;BEOZ GOLDSTONE;Arboriculture fruitière et vigne;5.0;L/ha;10.0;L/ha;;;Autorisé;;;Lors des périodes de demande nutritionnelle, selon la phénologie de l'arbre.  En cas de sols pauvres ou extrêmes ou de conditions climatiques défavorables.;;10/12/2024;Arbres fruitiers à noyau.  Application au sol. ;
MFSC;1240880;BEOZ GOLDSTONE;Cultures tropicales;5.0;L/ha;10.0;L/ha;;;Autorisé;;;Lors des périodes de demande nutritionnelle, selon la phénologie de l'arbre.  En cas de sols pauvres ou extrêmes ou de conditions climatiques défavorables.;;10/12/2024;Arbres fruitiers tropicaux.  Application au sol. ;
MFSC;1240880;BEOZ GOLDSTONE;Arboriculture fruitière et vigne;5.0;L/ha;10.0;L/ha;;;Autorisé;;;Lors des périodes de demande nutritionnelle, selon la phénologie de l'arbre.  En cas de sols pauvres ou extrêmes ou de conditions climatiques défavorables.;;10/12/2024;Arbres fruitiers à pépins.  Application au sol. ;
MFSC;1240880;BEOZ GOLDSTONE;Cultures légumières;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Premier traitement au moment de la transplantation ou au stade deux cotylédons en cas de semis direct.  Répéter le traitement après 30 jours selon les conditions de cultures, le sol et le climat.;;10/12/2024;Légumes à cycle court (< 60 jours).  Application au sol. ;
MFSC;1240880;BEOZ GOLDSTONE;Cultures légumières;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Premier traitement au moment de la transplantation ou au stade deux cotylédons en cas de semis direct.  Répéter le traitement après 30 jours selon les conditions de cultures, le sol et le climat.;;10/12/2024;Légumes à cycle moyen (60-120 jours).  Application au sol. ;
MFSC;1240880;BEOZ GOLDSTONE;Cultures légumières;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Premier traitement au moment de la transplantation ou au stade deux cotylédons en cas de semis direct.  Répéter le traitement après 30 jours selon les conditions de cultures, le sol et le climat.;;10/12/2024;Légumes à cycle long (> 120 jours).  Application au sol. ;
MFSC;1190714;FERTILEADER MAGNUM;Grandes cultures;3.0;L/ha;3.0;L/ha;;;Autorisé;;;A partir du développement des feuilles puis tous les 15 jours de février à juin;;18/10/2019;;
MFSC;1190714;FERTILEADER MAGNUM;Cultures maraîchères;3.0;L/ha;3.0;L/ha;;;Autorisé;;;A partir du développement des feuilles puis tous les 15 jours;;18/10/2019;;
MFSC;1190714;FERTILEADER MAGNUM;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;A partir du développement des feuilles puis tous les 15 jours;;18/10/2019;;
MFSC;1190714;FERTILEADER MAGNUM;;5.0;L/ha;5.0;L/ha;;;Autorisé;;;A partir du développement des feuilles puis tous les 15 jours;;18/10/2019;;
MFSC;1230127;BASFOLIAR SPYRA SL;Traitements généraux;0.25;L/ha;4.0;L/ha;;;Autorisé;;;De la semence jusqu'à la sénescence de la culture;;15/03/2023;Toutes cultures.  Pulvérisation foliaire. ;
MFSC;1230127;BASFOLIAR SPYRA SL;Traitements généraux;1.0;L/ha;5.0;L/ha;;;Autorisé;;;De la semence jusqu'à la sénescence de la culture;;15/03/2023;Toutes cultures.  Application racinaire (ferti-irrigation). ;
MFSC;1230127;BASFOLIAR SPYRA SL;Autres;0.25;L/ha;5.0;L/ha;;;Autorisé;;;De la semence jusqu'à la sénescence de la culture;;26/03/2025;Toutes cultures : Usage en mélange comme additif agronomique selon la norme NF U44-204 en mélange avec des engrais inorganiques conformes aux normes NF U42-001-1, NF U42-002-1, NF U42-002-2, NF U42-003-1, NF U42-003-2 ou au règlement (UE) 2019/1009 pulvérisation foliaire et application racinaire;
MFSC;1220962;BIOPRON;Pépinière;;;10.0;g/plant;;;Autorisé;;;Au moment de la plantation / transplantation;;25/11/2022;;
MFSC;1220717;ENGRAIS NK 2,5-6 AVEC NUTRIACTIV;Cultures légumières;;;150.0;mL/m²;;;Autorisé;;;Plantation/ entretien de mars à octobre 2 fois par mois et le reste de l'année 1 fois par mois;;11/08/2022;F;
MFSC;1220717;ENGRAIS NK 2,5-6 AVEC NUTRIACTIV;Cultures florales;;;150.0;mL/m²;;;Autorisé;;;Plantation/entretien de mars à octobre 2 fois par mois;;11/08/2022;;
MFSC;1220717;ENGRAIS NK 2,5-6 AVEC NUTRIACTIV;;;;150.0;mL/m²;;;Autorisé;;;Plantation/en entretien de mars à octobre 2 fois par mois et le reste de l'année 1 fois par mois;;11/08/2022;Plantes vertes ;
MFSC;1220717;ENGRAIS NK 2,5-6 AVEC NUTRIACTIV;;;;150.0;mL/m²;;;Autorisé;;;Plantation/entretien 1 fois par mois de mars à juin et de septembre à octobre. Et 2 fois par mois en juillet et aout;;11/08/2022;Gazon, pelouse et terrain de sport ;
MFSC;1220717;ENGRAIS NK 2,5-6 AVEC NUTRIACTIV;;;;150.0;mL/m²;;;Autorisé;;;Plantation/entretien de mars à octobre 2 fois par mois;;11/08/2022;Arbres et arbustes ;
MFSC;1230332;LABIFOL SUPERSTIM;Grandes cultures;3.0;L/ha;5.0;L/ha;;;Autorisé;;;Selon les besoins des cultures;;10/08/2023;Pulvérisation foliaire;
MFSC;1230332;LABIFOL SUPERSTIM;Cultures légumières;3.0;L/ha;4.0;L/ha;;;Autorisé;;;Selon les besoins des cultures;;10/08/2023;Pulvérisation foliaire ;
MFSC;1230332;LABIFOL SUPERSTIM;Arboriculture fruitière et vigne;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Selon les besoins de la culture ;;10/08/2023;Vigne.  Pulvérisation foliaire.;
MFSC;1230332;LABIFOL SUPERSTIM;Arboriculture fruitière et vigne;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Selon les besoins des cultures ;;10/08/2023;Arbres fruitiers, agrumes.  Pulvérisation foliaire. ;
MFSC;1230332;LABIFOL SUPERSTIM;Autres;3.0;L/ha;4.0;L/ha;;;Autorisé;;;Selon les besoins des cultures ;;10/08/2023;Cultures fourragères.  Pulvérisation foliaire. ;
MFSC;1230332;LABIFOL SUPERSTIM;Cultures légumières;4.0;L/ha;5.0;L/ha;;;Autorisé;;;Selon les besoins des cultures ;;10/08/2023;Ferti-irrigation.;
MFSC;1230332;LABIFOL SUPERSTIM;Arboriculture fruitière et vigne;5.0;L/ha;6.0;L/ha;;;Autorisé;;;Selon les besoins de la culture;;10/08/2023;Vigne.  Ferti-irrigation.;
MFSC;1230332;LABIFOL SUPERSTIM;Arboriculture fruitière et vigne;5.0;L/ha;6.0;L/ha;;;Autorisé;;;Selon les besoins des cultures ;;10/08/2023;Arbres fruitiers, agrumes.  Ferti-irrigation.;
MFSC;1230040;LABIFOL AZOVEG;Grandes cultures;15.0;L/ha;20.0;L/ha;;;Autorisé;;;Selon le besoin des cultures;;01/02/2023;Pulvérisation foliaire;
MFSC;1230040;LABIFOL AZOVEG;Cultures légumières;3.0;L/ha;5.0;L/ha;;;Autorisé;;;Selon le besoin des cultures;;01/02/2023;Cultures légumières et ornementales.  Pulvérisation foliaire;
MFSC;1230040;LABIFOL AZOVEG;Cultures légumières;4.0;L/ha;5.0;L/ha;;;Autorisé;;;Selon le besoin des cultures;;01/02/2023;Cultures légumières et ornementales.  Ferti-irrigation;
MFSC;1230040;LABIFOL AZOVEG;Arboriculture fruitière et vigne;4.0;L/ha;5.0;L/ha;;;Autorisé;;;Selon le besoin des cultures;;01/02/2023;Vigne.  Pulvérisation foliaire;
MFSC;1230040;LABIFOL AZOVEG;Arboriculture fruitière et vigne;6.0;L/ha;8.0;L/ha;;;Autorisé;;;Selon le besoin des cultures;;01/02/2023;Vigne.  Ferti-irrigation;
MFSC;1230040;LABIFOL AZOVEG;Arboriculture fruitière et vigne;3.0;L/ha;5.0;L/ha;;;Autorisé;;;Selon le besoin des cultures;;01/02/2023;Arbres fruitiers.  Pulvérisation foliaire;
MFSC;1230040;LABIFOL AZOVEG;Arboriculture fruitière et vigne;6.0;L/ha;8.0;L/ha;;;Autorisé;;;Selon le besoin des cultures;;01/02/2023;Arbres fruitiers.  Ferti-irrigation;
MFSC;1210621;NECTAR MGS DUO;Grandes cultures;;;4.0;L/ha;;;Autorisé;;;Tous les 15 jours sur feuillage suffisamment développé (BBCH 15 à BBCH 85);;13/08/2021;pulvérisation foliaire;
MFSC;1210621;NECTAR MGS DUO;Cultures légumières;;;4.0;L/ha;;;Autorisé;;;Tous les 15 jours sur feuillage suffisamment développé (BBCH 15);;13/08/2021;pulvérisation foliaire;
MFSC;1210621;NECTAR MGS DUO;Arboriculture fruitière et vigne;;;5.0;L/ha;;;Autorisé;;;Tous les 15 jours, de 3-4 feuilles au ramollissement des baies (BBCH 13 à BBCH 83);;13/08/2021;vigne pulvérisation foliaire;
MFSC;1210621;NECTAR MGS DUO;Arboriculture fruitière et vigne;;;5.0;L/ha;;;Autorisé;;;Tous les 15 jours tout au long du cycle végétatif (BBCH 53 à BBCH 85);;13/08/2021;arbres fruitiers pulvérisation foliaire;
MFSC;1210621;NECTAR MGS DUO;Cultures maraîchères;;;3.0;L/ha;;;Autorisé;;;Tous les 15 jours tout au long du cycle végétatif (BBCH 53 à BBCH 85);;13/08/2021;pulvérisation foliaire;
MFSC;1210503;CHELONIA BMO;Grandes cultures;;;5.0;L/ha;;;Autorisé;;;Sol : en pré/post-levée Foliaire : sur végétation suffisamment développée;;06/07/2021;soja Application au sol ou foliaire Concentration maximale d'utilisation : 2,5 %;
MFSC;1210503;CHELONIA BMO;Grandes cultures;;;4.0;L/ha;;;Autorisé;;;Sol : de la préparation du sol au post-semis Foliaire : du stade 5 paires de feuilles au stade bouton étoilé;;06/07/2021;tournesol Application au sol ou foliaire Concentration maximale d'utilisation : 2,5 %;
MFSC;1210503;CHELONIA BMO;Grandes cultures;;;5.0;L/ha;;;Autorisé;;;Sol : pré/post-levée Foliaire : sur végétation suffisamment développée;;06/07/2021;protéagineux Application au sol ou foliaire Concentration maximale d'utilisation : 2,5 %;
MFSC;1210503;CHELONIA BMO;Grandes cultures;;;5.0;L/ha;;;Autorisé;;;Du stade rosette au stade D1-D2;;06/07/2021;colza Application au sol ou foliaire Concentration maximale d'utilisation : 2,5 %;
MFSC;1210503;CHELONIA BMO;Autres;;;3.0;L/ha;;;Autorisé;;;De la préparation du sol à la fermeture de rang;;06/07/2021;betteraves Application au sol ou foliaire Concentration maximale d'utilisation : 2,5 %;
MFSC;1210503;CHELONIA BMO;Autres;;;4.0;L/ha;;;Autorisé;;;Sol : en pré/post-levée Foliaire : sur végétation suffisamment développée;;06/07/2021;cultures industrielles Application au sol ou foliaire Concentration maximale d'utilisation : 2,5 %;
MFSC;1240969;ALCYGOL Z3M;Arboriculture fruitière et vigne;;;3.0;L/ha;;;Autorisé;;;Toute l'année : au stade grappes séparées, au début de la floraison, à la nouaison, à la fermeture de la grappe.;;10/01/2025;Vigne.  Pulvérisation foliaire;
MFSC;1240969;ALCYGOL Z3M;Arboriculture fruitière et vigne;;;3.0;L/ha;;;Autorisé;;;Toute l'année : au stade C (préfloraison), au stade E, au stage G (chute des pétales);;10/01/2025;Arbres fruitiers (sauf abricotier).  Pulvérisation foliaire;
MFSC;1240969;ALCYGOL Z3M;Cultures légumières;;;5.0;L/ha;;;Autorisé;;;Toute l'année;;10/01/2025;Pulvérisation foliaire;
MFSC;1240969;ALCYGOL Z3M;Grandes cultures;;;4.0;L/ha;;;Autorisé;;;De la levée à la floraison;;10/01/2025;Lin, maïs, tournesol, cultures protéagineuses, soja, sorgho, céréales).  Pulvérisation foliaire;
MFSC;1240969;ALCYGOL Z3M;Traitements généraux;;;5.0;L/ha;;;Autorisé;;;Tous les 15 à 20 jours à partir du début du cycle cultural;;10/01/2025;Toutes cultures.  Ferti-irrigation;
